Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Cumulative_Return
2015-01-02,94.78443908691406,102.94000244140624,104.1999969482422,102.44000244140624,103.76000213623048,31314600,,,
2015-01-05,93.3940658569336,101.43000030517578,102.61000061035156,101.13999938964844,102.48999786376952,36521300,-0.01466879208627847,-0.014777442640920384,-0.01466879208627847
2015-01-06,92.14181518554688,100.06999969482422,101.75,99.62000274658205,101.58000183105467,66205500,-0.01340824665782292,-0.013498948881352443,-0.027880355961636294
2015-01-07,93.32962799072266,101.36000061035156,101.5999984741211,100.48999786376952,100.7300033569336,37577400,0.012891137457883506,0.012808754000979831,-0.015348628004828946
2015-01-08,95.11592864990234,103.3000030517578,103.5,102.11000061035156,102.22000122070312,40212600,0.019139695481881214,0.018958835601997525,0.0034972994109752076
2015-01-09,94.48978424072266,102.62000274658205,103.6500015258789,102.0199966430664,103.62000274658205,41410100,-0.006582960583651154,-0.0066047238323264515,-0.0031086837568475856
2015-01-12,93.50456237792967,101.5500030517578,102.93000030517578,101.29000091552734,102.81999969482422,34129800,-0.010426755344080663,-0.010481494793281839,-0.013503025615953512
2015-01-13,93.47691345214844,101.5199966430664,103.62000274658205,100.6999969482422,102.54000091552734,56162300,-0.0002956960075325421,-0.00029573973421706057,-0.013794728832721814
2015-01-14,92.96128845214844,100.95999908447266,101.4800033569336,100.06999969482422,100.5,51354200,-0.00551606788197978,-0.005531337562703935,-0.019234704054046814
2015-01-15,91.75509643554688,99.6500015258789,101.58999633789062,99.52999877929688,101.43000030517578,51005400,-0.01297520760184434,-0.013060120919697578,-0.03196033737762982
2015-01-16,92.83238220214844,100.81999969482422,100.9499969482422,99.36000061035156,99.5199966430664,35362200,0.011740882070330638,0.011672492695008968,-0.020594697859377953
2015-01-20,93.56902313232422,101.62000274658205,101.87999725341795,100.29000091552734,101.43000030517578,30964100,0.007935172110220101,0.007903854198264447,-0.01282294822122998
2015-01-21,94.0478057861328,102.13999938964844,102.62000274658205,100.95999908447266,101.31999969482422,40128800,0.005116892725613775,0.005103845917184369,-0.007771669146090288
2015-01-22,95.7880859375,104.02999877929688,104.13999938964844,101.63999938964844,102.54000091552734,40887200,0.018504207905973402,0.018335088149898714,0.010588730178227479
2015-01-23,95.99987030029295,104.26000213623048,104.58000183105467,103.72000122070312,104.0199966430664,34783000,0.0022109676868493633,0.00220852709451172,0.012823109205345684
2015-01-26,95.88936614990234,104.13999938964844,104.33000183105467,103.61000061035156,104.13999938964844,19960900,-0.001151086455064454,-0.0011517494639138091,0.011657262242963151
2015-01-27,93.40328216552734,101.44000244140624,102.55999755859376,101.0999984741211,102.5,45253200,-0.02592658690108085,-0.026268605388489977,-0.014571557680688518
2015-01-28,92.92443084716795,100.91999816894533,103.18000030517578,100.9000015258789,103.06999969482422,43591700,-0.005126707619447224,-0.0051398942736763115,-0.019623561184346938
2015-01-29,93.817626953125,101.88999938964844,102.08000183105467,99.95999908447266,100.83999633789062,46539700,0.009612069698076153,0.009566167664093083,-0.01020011452409919
2015-01-30,93.09016418457033,101.0999984741211,102.58000183105467,100.95999908447266,101.8000030517578,42927600,-0.007754009477538237,-0.007784228120815653,-0.01787503221694564
2015-02-02,93.90049743652344,101.9800033569336,102.06999969482422,99.75,101.33000183105467,43624700,0.008704821385280503,0.008667152868241147,-0.00932580979436981
2015-02-03,94.80284118652344,102.95999908447266,103.02999877929688,101.68000030517578,102.3499984741211,30750400,0.009609573693792006,0.009563695420105092,0.00019414684294893902
2015-02-04,94.7199478149414,102.87000274658205,103.5500030517578,102.30999755859376,102.54000091552734,34073200,-0.0008743764484752115,-0.0008747589385384911,-0.0006803993629532767
2015-02-05,95.53948211669922,103.76000213623048,103.83000183105467,102.87000274658205,103.12999725341795,23605500,0.008652182783704276,0.008614967160427018,0.007965896481096912
2015-02-06,94.95938110351562,103.12999725341795,104.16999816894533,102.76000213623048,103.91999816894533,34169300,-0.0060718459042410355,-0.006090354519589286,0.0018456828809334525
2015-02-09,94.65547943115234,102.8000030517578,103.29000091552734,102.5500030517578,102.7300033569336,22604700,-0.0032003333302267345,-0.003205465349311986,-0.0013605572497341623
2015-02-10,96.12877655029295,104.4000015258789,104.54000091552734,103.20999908447266,103.37000274658205,23686500,0.0155648371123851,0.01544494747663831,0.014183103010676712
2015-02-11,96.47863006591795,104.77999877929688,105.0199966430664,104.31999969482422,104.5199966430664,20303600,0.003639425447612643,0.0036328187636552665,0.01787414680431243
2015-02-12,97.60196685791016,106.0,106.04000091552734,105.3000030517578,105.45999908447266,22520300,0.01164337419825201,0.011576111721546292,0.02972563638228154
2015-02-13,98.43993377685548,106.91000366210938,106.93000030517578,106.0999984741211,106.3000030517578,29030200,0.00858555361046398,0.008548907347979105,0.038566401037510856
2015-02-17,98.531982421875,107.01000213623048,107.08000183105467,106.63999938964844,106.91000366210938,17675300,0.00093507422737793,0.0009346373178132799,0.03953753771254176
